sp_id,sp_hh_id,serialno,stcotrbg,age,sex,race,sporder,relate,sp_school_id,sp_work_id
01077010100-632-1099,01077010100-632,380460,01077010100,9,1,1,4,2,010201000770,
01077010100-632-1100,01077010100-632,380460,01077010100,5,1,1,5,2,010201000767,
01077010100-633-1101,01077010100-633,811090,01077010100,34,1,1,1,0,,
01077010100-633-1102,01077010100-633,811090,01077010100,38,2,1,2,1,,
01077010100-633-1103,01077010100-633,811090,01077010100,6,1,1,3,2,010201001545,
01077010100-633-1104,01077010100-633,811090,01077010100,0,1,1,4,2,,
01077010100-633-1105,01077010100-633,811090,01077010100,14,2,1,5,3,010201000772,
01077010100-634-1106,01077010100-634,380460,01077010100,29,2,1,1,0,,
01077010100-634-1107,01077010100-634,380460,01077010100,13,1,1,2,2,010201000772,
01077010100-634-1108,01077010100-634,380460,01077010100,10,1,1,3,2,010153001664,
01077010100-634-1109,01077010100-634,380460,01077010100,9,1,1,4,2,010153000532,
01077010100-634-1110,01077010100-634,380460,01077010100,5,1,1,5,2,010153000534,
01077010100-635-1111,01077010100-635,380460,01077010100,29,2,1,1,0,,
01077010100-635-1112,01077010100-635,380460,01077010100,13,1,1,2,2,010201000773,
01077010100-635-1113,01077010100-635,380460,01077010100,10,1,1,3,2,010201000773,
01077010100-635-1114,01077010100-635,380460,01077010100,9,1,1,4,2,010201000765,
01077010100-635-1115,01077010100-635,380460,01077010100,5,1,1,5,2,010201000775,
01077010100-636-1116,01077010100-636,433750,01077010100,33,2,2,1,0,,967946195
01077010100-636-1117,01077010100-636,433750,01077010100,15,2,2,2,2,010201000772,
01077010100-636-1118,01077010100-636,433750,01077010100,14,2,2,3,2,010201000765,
01077010100-636-1119,01077010100-636,433750,01077010100,11,1,2,4,2,010153001644,
01077010100-636-1120,01077010100-636,433750,01077010100,10,1,2,5,2,010201000774,
01077010100-637-1121,01077010100-637,752925,01077010100,30,2,2,1,0,,
01077010100-637-1122,01077010100-637,752925,01077010100,11,1,2,2,2,010153000532,
01077010100-637-1123,01077010100-637,752925,01077010100,6,2,2,3,2,010201000772,
01077010100-637-1124,01077010100-637,752925,01077010100,6,1,2,4,2,010201000763,
01077010100-637-1125,01077010100-637,752925,01077010100,4,2,2,5,2,,
01077010100-638-1126,01077010100-638,412403,01077010100,32,2,2,1,0,,
01077010100-638-1127,01077010100-638,412403,01077010100,11,2,2,2,2,010153001664,
01077010100-638-1128,01077010100-638,412403,01077010100,9,2,2,3,2,010153000534,
01077010100-638-1129,01077010100-638,412403,01077010100,6,1,2,4,2,010201000775,
01077010100-638-1130,01077010100-638,412403,01077010100,1,2,2,5,2,,
01077010100-639-1131,01077010100-639,193452,01077010100,25,2,2,1,0,,
01077010100-639-1132,01077010100-639,193452,01077010100,8,2,2,2,2,010201000772,
01077010100-639-1133,01077010100-639,193452,01077010100,6,1,2,3,2,010201000775,
01077010100-639-1134,01077010100-639,193452,01077010100,4,1,2,4,2,,
01077010100-639-1135,01077010100-639,193452,01077010100,2,2,2,5,2,,
01077010100-640-1136,01077010100-640,1335203,01077010100,28,2,2,1,0,,
01077010100-640-1137,01077010100-640,1335203,01077010100,14,1,2,2,2,010153000531,
01077010100-640-1138,01077010100-640,1335203,01077010100,12,1,2,3,2,010201000765,
01077010100-640-1139,01077010100-640,1335203,01077010100,9,2,2,4,2,010201000772,
01077010100-640-1140,01077010100-640,1335203,01077010100,7,2,2,5,2,010201000774,
01077010100-641-1141,01077010100-641,1053110,01077010100,23,2,1,1,0,,
01077010100-641-1142,01077010100-641,1053110,01077010100,1,2,1,2,2,,
01077010100-641-1143,01077010100-641,1053110,01077010100,9,2,1,3,4,010153000534,
01077010100-641-1144,01077010100-641,1053110,01077010100,4,1,1,4,4,,
01077010100-641-1145,01077010100-641,1053110,01077010100,28,1,1,5,10,,
01077010100-642-1146,01077010100-642,635937,01077010100,29,2,1,1,0,,
01077010100-642-1147,01077010100-642,635937,01077010100,39,1,1,2,1,,
01077010100-642-1148,01077010100-642,635937,01077010100,9,2,1,3,2,00000973,
01077010100-642-1149,01077010100-642,635937,01077010100,7,1,1,4,2,010201000772,
01077010100-642-1150,01077010100-642,635937,01077010100,3,1,1,5,2,,
01077010100-643-1151,01077010100-643,1463546,01077010100,21,2,2,1,0,,
01077010100-643-1152,01077010100-643,1463546,01077010100,2,1,2,2,2,,
01077010100-643-1153,01077010100-643,1463546,01077010100,1,1,2,3,2,,
01077010100-643-1154,01077010100-643,1463546,01077010100,0,2,2,4,2,,
01077010100-643-1155,01077010100-643,1463546,01077010100,21,1,2,5,13,,250695160
01077010100-644-1156,01077010100-644,1012467,01077010100,21,2,1,1,0,,
01077010100-644-1157,01077010100-644,1012467,01077010100,28,1,1,2,1,,803501717
01077010100-644-1158,01077010100-644,1012467,01077010100,1,2,1,3,2,,
01077010100-644-1159,01077010100-644,1012467,01077010100,9,2,1,4,4,010201000773,
01077010100-644-1160,01077010100-644,1012467,01077010100,6,1,1,5,4,010201000767,
01077010100-645-1161,01077010100-645,1012467,01077010100,21,2,1,1,0,,
01077010100-645-1162,01077010100-645,1012467,01077010100,28,1,1,2,1,,475156253
01077010100-645-1163,01077010100-645,1012467,01077010100,1,2,1,3,2,,
01077010100-645-1164,01077010100-645,1012467,01077010100,9,2,1,4,4,010201000775,
01077010100-645-1165,01077010100-645,1012467,01077010100,6,1,1,5,4,010153000532,
01077010100-646-1166,01077010100-646,1313507,01077010100,30,1,1,1,0,,702574161
01077010100-646-1167,01077010100-646,1313507,01077010100,24,2,1,2,1,,
01077010100-646-1168,01077010100-646,1313507,01077010100,4,1,1,3,2,,
01077010100-646-1169,01077010100-646,1313507,01077010100,2,2,1,4,2,,
01077010100-646-1170,01077010100-646,1313507,01077010100,0,2,1,5,2,,
01077010100-647-1171,01077010100-647,913518,01077010100,31,1,1,1,0,,300671344
01077010100-647-1172,01077010100-647,913518,01077010100,9,1,1,2,2,010201000775,
01077010100-647-1173,01077010100-647,913518,01077010100,6,1,1,3,2,010201000773,
01077010100-647-1174,01077010100-647,913518,01077010100,4,2,1,4,2,010201001545,
01077010100-647-1175,01077010100-647,913518,01077010100,26,2,1,5,13,,
01077010100-648-1176,01077010100-648,515519,01077010100,26,1,1,1,0,,513757518
01077010100-648-1177,01077010100-648,515519,01077010100,9,2,1,2,2,010201000770,
01077010100-648-1178,01077010100-648,515519,01077010100,6,2,1,3,2,010201000767,
01077010100-648-1179,01077010100-648,515519,01077010100,1,1,1,4,2,,
01077010100-648-1180,01077010100-648,515519,01077010100,24,2,1,5,12,,
01077010100-649-1181,01077010100-649,59273,01077010100,26,2,1,1,0,,
01077010100-649-1182,01077010100-649,59273,01077010100,29,1,1,2,1,,599396439
01077010100-649-1183,01077010100-649,59273,01077010100,6,2,1,3,2,010201000765,
01077010100-649-1184,01077010100-649,59273,01077010100,3,2,1,4,2,,
01077010100-649-1185,01077010100-649,59273,01077010100,53,2,1,5,8,,
01077010100-650-1186,01077010100-650,228338,01077010100,33,2,2,1,0,,803508324
01077010100-650-1187,01077010100-650,228338,01077010100,41,1,2,2,1,,401889373
01077010100-650-1188,01077010100-650,228338,01077010100,11,1,2,3,2,010153001664,
01077010100-650-1189,01077010100-650,228338,01077010100,7,2,2,4,2,010201000772,
01077010100-650-1190,01077010100-650,228338,01077010100,5,2,2,5,2,010201000775,
01077010100-651-1191,01077010100-651,1289312,01077010100,34,2,2,1,0,,
01077010100-651-1192,01077010100-651,1289312,01077010100,16,1,2,2,2,010201000775,
01077010100-651-1193,01077010100-651,1289312,01077010100,13,1,2,3,2,010201000775,
01077010100-651-1194,01077010100-651,1289312,01077010100,11,1,2,4,2,010201000767,
01077010100-651-1195,01077010100-651,1289312,01077010100,57,2,2,5,10,,
01077010100-652-1196,01077010100-652,674051,01077010100,51,1,6,1,0,,997143318
01077010100-652-1197,01077010100-652,674051,01077010100,12,2,6,2,2,010201000775,
01077010100-652-1198,01077010100-652,674051,01077010100,10,2,6,3,2,010201000770,
01077010100-652-1199,01077010100-652,674051,01077010100,9,2,6,4,2,010201000772,
01077010100-652-1200,01077010100-652,674051,01077010100,7,1,6,5,2,010201000767,
01077010100-653-1201,01077010100-653,939213,01077010100,31,1,1,1,0,,420171571
01077010100-653-1202,01077010100-653,939213,01077010100,12,2,1,2,2,010153001644,
01077010100-653-1203,01077010100-653,939213,01077010100,3,1,1,3,2,,
01077010100-653-1204,01077010100-653,939213,01077010100,8,2,1,4,4,010201001545,
01077010100-653-1205,01077010100-653,939213,01077010100,32,2,1,5,13,,
01077010100-654-1206,01077010100-654,1131977,01077010100,33,1,1,1,0,,
01077010100-654-1207,01077010100-654,1131977,01077010100,33,2,1,2,1,,396240194
01077010100-654-1208,01077010100-654,1131977,01077010100,15,1,1,3,4,010153001644,
01077010100-654-1209,01077010100-654,1131977,01077010100,13,1,1,4,4,010201000770,
01077010100-654-1210,01077010100-654,1131977,01077010100,10,1,1,5,4,010153000535,
01077010100-655-1211,01077010100-655,347982,01077010100,30,2,1,1,0,,
01077010100-655-1212,01077010100-655,347982,01077010100,31,1,1,2,1,,927922682
01077010100-655-1213,01077010100-655,347982,01077010100,13,1,1,3,2,010201000767,
01077010100-655-1214,01077010100-655,347982,01077010100,9,1,1,4,2,010201001545,
01077010100-655-1215,01077010100-655,347982,01077010100,1,1,1,5,2,,
01077010100-656-1216,01077010100-656,1117112,01077010100,20,1,1,1,0,,574676656
01077010100-656-1217,01077010100-656,1117112,01077010100,20,2,1,2,1,,545021834
01077010100-656-1218,01077010100-656,1117112,01077010100,0,1,1,3,3,,
01077010100-656-1219,01077010100-656,1117112,01077010100,60,1,1,4,6,,133748327
01077010100-656-1220,01077010100-656,1117112,01077010100,57,2,1,5,6,,378027585
01077010100-657-1221,01077010100-657,1074696,01077010100,26,1,1,1,0,,133769869
01077010100-657-1222,01077010100-657,1074696,01077010100,27,2,1,2,1,,545020372
01077010100-657-1223,01077010100-657,1074696,01077010100,2,1,1,3,2,,
01077010100-657-1224,01077010100-657,1074696,01077010100,0,2,1,4,2,,
01077010100-657-1225,01077010100-657,1074696,01077010100,4,2,1,5,4,,
01077010100-658-1226,01077010100-658,1231698,01077010100,30,1,1,1,0,,704908474
01077010100-658-1227,01077010100-658,1231698,01077010100,27,2,1,2,1,,
01077010100-658-1228,01077010100-658,1231698,01077010100,7,1,1,3,2,00000973,
01077010100-658-1229,01077010100-658,1231698,01077010100,5,1,1,4,2,A0100374,
01077010100-658-1230,01077010100-658,1231698,01077010100,2,2,1,5,2,,
01077010100-659-1231,01077010100-659,548891,01077010100,31,2,1,1,0,,987561156
01077010100-659-1232,01077010100-659,548891,01077010100,9,2,1,2,2,,
01077010100-659-1233,01077010100-659,548891,01077010100,3,1,1,3,3,,
01077010100-659-1234,01077010100-659,548891,01077010100,29,1,1,4,12,,711965574
01077010100-659-1235,01077010100-659,548891,01077010100,28,1,1,5,13,,803502392
01077010100-660-1236,01077010100-660,649044,01077010100,31,2,1,1,0,,
01077010100-660-1237,01077010100-660,649044,01077010100,31,1,1,2,1,,675099683
01077010100-660-1238,01077010100-660,649044,01077010100,15,2,1,3,2,00000973,
01077010100-660-1239,01077010100-660,649044,01077010100,13,1,1,4,2,00000973,
01077010100-660-1240,01077010100-660,649044,01077010100,11,2,1,5,2,00000102,
01077010100-661-1241,01077010100-661,199603,01077010100,29,2,1,1,0,,
01077010100-661-1242,01077010100-661,199603,01077010100,28,1,1,2,1,,997143318
01077010100-661-1243,01077010100-661,199603,01077010100,8,2,1,3,2,010201000765,
01077010100-661-1244,01077010100-661,199603,01077010100,6,2,1,4,2,010201000767,
01077010100-661-1245,01077010100-661,199603,01077010100,0,2,1,5,2,,
01077010100-662-1246,01077010100-662,1401764,01077010100,39,1,1,1,0,,133762716
01077010100-662-1247,01077010100-662,1401764,01077010100,36,2,1,2,1,,513756544
01077010100-662-1248,01077010100-662,1401764,01077010100,12,1,1,3,2,00000973,
01077010100-662-1249,01077010100-662,1401764,01077010100,4,2,1,4,2,00000102,
01077010100-662-1250,01077010100-662,1401764,01077010100,17,1,1,5,10,010201000770,
01077010100-663-1251,01077010100-663,1060265,01077010100,39,1,1,1,0,,456276898
01077010100-663-1252,01077010100-663,1060265,01077010100,34,2,1,2,1,,
01077010100-663-1253,01077010100-663,1060265,01077010100,7,1,1,3,2,010201000775,
01077010100-663-1254,01077010100-663,1060265,01077010100,5,1,1,4,2,010201000772,
01077010100-663-1255,01077010100-663,1060265,01077010100,2,1,1,5,2,,
01077010100-664-1256,01077010100-664,233547,01077010100,54,2,1,1,0,,644088346
01077010100-664-1257,01077010100-664,233547,01077010100,49,1,2,2,1,,420244808
01077010100-664-1258,01077010100-664,233547,01077010100,80,1,1,3,6,,
01077010100-664-1259,01077010100-664,233547,01077010100,74,2,1,4,6,,
01077010100-664-1260,01077010100-664,233547,01077010100,4,2,1,5,7,,
01077010100-665-1261,01077010100-665,1130469,01077010100,52,1,1,1,0,,987561719
01077010100-665-1262,01077010100-665,1130469,01077010100,53,2,1,2,1,,704384429
01077010100-665-1263,01077010100-665,1130469,01077010100,17,1,1,3,2,A0100374,
01077010100-666-1264,01077010100-666,233547,01077010100,54,2,1,1,0,,699520672
01077010100-666-1265,01077010100-666,233547,01077010100,49,1,2,2,1,,226523421
01077010100-666-1266,01077010100-666,233547,01077010100,80,1,1,3,6,,
01077010100-666-1267,01077010100-666,233547,01077010100,74,2,1,4,6,,
01077010100-666-1268,01077010100-666,233547,01077010100,4,2,1,5,7,,
01077010100-667-1269,01077010100-667,679263,01077010100,35,2,2,1,0,,
01077010100-667-1270,01077010100-667,679263,01077010100,19,2,2,2,2,,574676656
01077010100-667-1271,01077010100-667,679263,01077010100,14,1,2,3,2,010153000536,
01077010100-667-1272,01077010100-667,679263,01077010100,0,1,2,4,7,,
01077010100-667-1273,01077010100-667,679263,01077010100,40,1,2,5,13,,967947953
01077010100-668-1274,01077010100-668,630557,01077010100,34,2,1,1,0,,396240194
01077010100-668-1275,01077010100-668,630557,01077010100,34,1,1,2,1,,219823663
01077010100-668-1276,01077010100-668,630557,01077010100,11,2,1,3,2,010201000767,
01077010100-668-1277,01077010100-668,630557,01077010100,8,2,1,4,2,010201000767,
01077010100-668-1278,01077010100-668,630557,01077010100,2,2,1,5,2,,
01077010100-669-1279,01077010100-669,953836,01077010100,34,2,1,1,0,,
01077010100-669-1280,01077010100-669,953836,01077010100,35,1,1,2,1,,250695160
01077010100-669-1281,01077010100-669,953836,01077010100,10,2,1,3,2,010201000767,
01077010100-669-1282,01077010100-669,953836,01077010100,6,2,1,4,2,010201000763,
01077010100-669-1283,01077010100-669,953836,01077010100,1,2,1,5,2,,
01077010100-670-1284,01077010100-670,850518,01077010100,46,2,1,1,0,,712055128
01077010100-670-1285,01077010100-670,850518,01077010100,48,1,1,2,1,,250696242
01077010100-670-1286,01077010100-670,850518,01077010100,13,1,1,3,2,010201000765,
01077010100-670-1287,01077010100-670,850518,01077010100,19,2,1,4,10,,
01077010100-670-1288,01077010100-670,850518,01077010100,15,1,1,5,10,010201000765,
01077010100-671-1289,01077010100-671,357255,01077010100,51,1,1,1,0,,608364303
01077010100-671-1290,01077010100-671,357255,01077010100,47,2,1,2,1,,
01077010100-671-1291,01077010100-671,357255,01077010100,10,2,1,3,2,02000723,
01077010100-671-1292,01077010100-671,357255,01077010100,5,2,1,4,14,A0100374,
01077010100-671-1293,01077010100-671,357255,01077010100,3,2,1,5,14,,
