RT,TYPE,SERIALNO,puma_id,HINCP,NP,place_id,SYNTHETIC_HID,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,901365,100,22700,4,01077010100,01077010100-602,-87.670640043623,34.8021805119281,P,400,1,2,21,1,,0,1,1,1100,1,4110,1,1,01077010100-602-975,,133749663
H,1,901365,100,22700,4,01077010100,01077010100-602,-87.670640043623,34.8021805119281,P,400,1,1,32,1,,1,2,1,21600,2,8140,303,8,01077010100-602-976,,8670093
H,1,901365,100,22700,4,01077010100,01077010100-602,-87.670640043623,34.8021805119281,P,400,1,2,4,1,,2,1,,,1,,1,1,01077010100-602-977,,
H,1,901365,100,22700,4,01077010100,01077010100-602,-87.670640043623,34.8021805119281,P,400,1,2,1,,,2,2,,,1,,1,8,01077010100-602-978,,
H,1,1310259,100,15500,4,01077010100,01077010100-603,-87.671450989824,34.8032108715013,P,1400,1,2,24,1,,0,1,6,0,1,5310,1,1,01077010100-603-979,,
H,1,1310259,100,15500,4,01077010100,01077010100-603,-87.671450989824,34.8032108715013,P,1400,1,1,3,1,,2,1,,,1,,1,1,01077010100-603-980,,
H,1,1310259,100,15500,4,01077010100,01077010100-603,-87.671450989824,34.8032108715013,P,1400,1,1,1,,,2,1,,,1,,1,1,01077010100-603-981,,
H,1,1310259,100,15500,4,01077010100,01077010100-603,-87.671450989824,34.8032108715013,P,1400,1,1,38,1,,13,1,1,15500,1,4760,1,1,01077010100-603-982,,803488592
H,1,848186,100,19400,4,01077010100,01077010100-604,-87.6611828330005,34.8053915568743,P,2100,1,2,24,1,,0,1,1,13200,1,4110,1,1,01077010100-604-983,,666988704
H,1,848186,100,19400,4,01077010100,01077010100-604,-87.6611828330005,34.8053915568743,P,2100,1,2,4,1,,2,1,,,1,,1,1,01077010100-604-984,,
H,1,848186,100,19400,4,01077010100,01077010100-604,-87.6611828330005,34.8053915568743,P,2100,1,2,2,,,2,1,,,1,,1,1,01077010100-604-985,,
H,1,848186,100,19400,4,01077010100,01077010100-604,-87.6611828330005,34.8053915568743,P,2100,1,1,21,1,,13,1,1,6200,1,4020,1,1,01077010100-604-986,,967946195
H,1,1247641,100,17000,4,01077010100,01077010100-605,-87.660550968241,34.8058240123421,P,2703,1,1,33,1,,0,1,6,8500,1,4220,1,1,01077010100-605-987,,
H,1,1247641,100,17000,4,01077010100,01077010100-605,-87.660550968241,34.8058240123421,P,2703,1,2,35,1,,1,1,6,8500,1,,12,1,01077010100-605-988,,
H,1,1247641,100,17000,4,01077010100,01077010100-605,-87.660550968241,34.8058240123421,P,2703,1,1,10,2,7,2,1,,,1,,1,1,01077010100-605-989,010201000772,
H,1,1247641,100,17000,4,01077010100,01077010100-605,-87.660550968241,34.8058240123421,P,2703,1,1,5,1,,2,1,,,1,,1,1,01077010100-605-990,,
H,1,492109,100,18000,4,01077010100,01077010100-606,-87.661887916123,34.8072429907857,P,2300,1,2,27,2,15,0,1,6,18000,1,2300,1,1,01077010100-606-991,,
H,1,492109,100,18000,4,01077010100,01077010100-606,-87.661887916123,34.8072429907857,P,2300,1,2,10,2,6,2,1,,,1,,1,1,01077010100-606-992,010201000765,
H,1,492109,100,18000,4,01077010100,01077010100-606,-87.661887916123,34.8072429907857,P,2300,1,2,8,2,5,2,1,,,1,,1,1,01077010100-606-993,010201000772,
H,1,492109,100,18000,4,01077010100,01077010100-606,-87.661887916123,34.8072429907857,P,2300,1,1,7,2,3,2,1,,,1,,1,1,01077010100-606-994,010201000772,
H,1,900537,100,20700,4,01077010100,01077010100-607,-87.6605014247753,34.8065015941037,P,2500,1,2,34,1,,0,1,3,4700,1,4760,18,1,01077010100-607-995,,
H,1,900537,100,20700,4,01077010100,01077010100-607,-87.6605014247753,34.8065015941037,P,2500,1,1,16,2,12,2,2,6,0,1,,12,1,01077010100-607-996,010201000770,
H,1,900537,100,20700,4,01077010100,01077010100-607,-87.6605014247753,34.8065015941037,P,2500,1,1,12,2,8,2,2,,,1,,12,1,01077010100-607-997,010201000775,
H,1,900537,100,20700,4,01077010100,01077010100-607,-87.6605014247753,34.8065015941037,P,2500,1,1,34,1,,12,2,1,16000,2,6330,303,8,01077010100-607-998,,219823689
H,1,198396,100,15000,4,01077010100,01077010100-608,-87.6609208788819,34.8064864538103,P,1305,1,2,54,1,,0,1,6,0,1,5620,1,1,01077010100-608-999,,
H,1,198396,100,15000,4,01077010100,01077010100-608,-87.6609208788819,34.8064864538103,P,1305,1,2,27,1,,2,1,1,15000,1,5520,1,1,01077010100-608-1000,,886694330
H,1,198396,100,15000,4,01077010100,01077010100-608,-87.6609208788819,34.8064864538103,P,1305,1,2,5,1,,7,1,,,1,,1,1,01077010100-608-1001,,
H,1,198396,100,15000,4,01077010100,01077010100-608,-87.6609208788819,34.8064864538103,P,1305,1,2,4,1,,7,1,,,1,,1,1,01077010100-608-1002,,
H,1,566196,100,15800,4,01077010100,01077010100-609,-87.6616593773657,34.8068279632234,P,1700,1,2,34,1,,0,1,1,15800,1,8220,1,2,01077010100-609-1003,,420244758
H,1,566196,100,15800,4,01077010100,01077010100-609,-87.6616593773657,34.8068279632234,P,1700,1,1,15,2,12,2,1,,0,1,,1,2,01077010100-609-1004,010201000772,
H,1,566196,100,15800,4,01077010100,01077010100-609,-87.6616593773657,34.8068279632234,P,1700,1,1,10,2,7,2,1,,,1,,1,2,01077010100-609-1005,010201000770,
H,1,566196,100,15800,4,01077010100,01077010100-609,-87.6616593773657,34.8068279632234,P,1700,1,2,6,2,2,2,1,,,1,,1,2,01077010100-609-1006,010201000767,
H,1,566196,100,15800,4,01077010100,01077010100-610,-87.6616390693112,34.8067589229158,P,1700,1,2,34,1,,0,1,1,15800,1,8220,1,2,01077010100-610-1007,,620921494
H,1,566196,100,15800,4,01077010100,01077010100-610,-87.6616390693112,34.8067589229158,P,1700,1,1,15,2,12,2,1,,0,1,,1,2,01077010100-610-1008,010201000772,
H,1,566196,100,15800,4,01077010100,01077010100-610,-87.6616390693112,34.8067589229158,P,1700,1,1,10,2,7,2,1,,,1,,1,2,01077010100-610-1009,010201000763,
H,1,566196,100,15800,4,01077010100,01077010100-610,-87.6616390693112,34.8067589229158,P,1700,1,2,6,2,2,2,1,,,1,,1,2,01077010100-610-1010,010201000773,
H,1,268846,100,16000,4,01077010100,01077010100-611,-87.6784234048562,34.8055856816824,P,1600,1,2,29,2,16,0,1,6,0,1,4760,39,2,01077010100-611-1011,,
H,1,268846,100,16000,4,01077010100,01077010100-611,-87.6784234048562,34.8055856816824,P,1600,1,1,27,2,16,1,1,1,16000,1,2340,42,2,01077010100-611-1012,,987559218
H,1,268846,100,16000,4,01077010100,01077010100-611,-87.6784234048562,34.8055856816824,P,1600,1,1,2,,,2,1,,,1,,45,2,01077010100-611-1013,,
H,1,268846,100,16000,4,01077010100,01077010100-611,-87.6784234048562,34.8055856816824,P,1600,1,2,1,,,2,1,,,1,,45,2,01077010100-611-1014,,
H,1,68228,100,33500,4,01077010100,01077010100-612,-87.6778874405057,34.8064977673297,P,302,1,1,24,1,,0,1,1,20500,1,9130,12,1,01077010100-612-1015,,967944471
H,1,68228,100,33500,4,01077010100,01077010100-612,-87.6778874405057,34.8064977673297,P,302,1,2,3,1,,2,1,,,1,,1,1,01077010100-612-1016,,
H,1,68228,100,33500,4,01077010100,01077010100-612,-87.6778874405057,34.8064977673297,P,302,1,1,0,,,2,1,,,1,,1,1,01077010100-612-1017,,
H,1,68228,100,33500,4,01077010100,01077010100-612,-87.6778874405057,34.8064977673297,P,302,1,2,23,2,15,13,1,1,13000,1,9130,1,1,01077010100-612-1018,,710931726
H,1,766158,100,34000,4,01077010100,01077010100-613,-87.6770207730356,34.8063643306906,P,400,1,2,29,1,,0,1,6,6000,1,5400,1,1,01077010100-613-1019,,
H,1,766158,100,34000,4,01077010100,01077010100-613,-87.6770207730356,34.8063643306906,P,400,1,1,35,1,,1,1,1,28000,1,9130,26,1,01077010100-613-1020,,688956366
H,1,766158,100,34000,4,01077010100,01077010100-613,-87.6770207730356,34.8063643306906,P,400,1,1,9,2,5,2,1,,,1,,1,1,01077010100-613-1021,010201000774,
H,1,766158,100,34000,4,01077010100,01077010100-613,-87.6770207730356,34.8063643306906,P,400,1,1,11,2,6,4,1,,,1,,1,1,01077010100-613-1022,010201000767,
H,1,565460,100,68000,4,01077010100,01077010100-614,-87.6588404547603,34.805378573035,P,302,1,1,24,2,16,0,1,1,16000,1,2200,27,1,01077010100-614-1023,,300668969
H,1,565460,100,68000,4,01077010100,01077010100-614,-87.6588404547603,34.805378573035,P,302,1,1,29,2,16,12,1,1,20000,1,2750,1,1,01077010100-614-1024,,5440276
H,1,565460,100,68000,4,01077010100,01077010100-614,-87.6588404547603,34.805378573035,P,302,1,1,26,2,16,12,1,1,12000,1,1965,13,1,01077010100-614-1025,,987558194
H,1,565460,100,68000,4,01077010100,01077010100-614,-87.6588404547603,34.805378573035,P,302,1,1,24,3,16,12,1,1,20000,1,3800,12,2,01077010100-614-1026,,927922682
H,1,130066,100,72000,4,01077010100,01077010100-615,-87.6594841567084,34.8064439240096,P,1200,1,2,32,1,,0,1,6,0,1,5120,13,1,01077010100-615-1027,,
H,1,130066,100,72000,4,01077010100,01077010100-615,-87.6594841567084,34.8064439240096,P,1200,1,1,32,1,,1,1,1,72000,1,710,13,1,01077010100-615-1028,,892495243
H,1,130066,100,72000,4,01077010100,01077010100-615,-87.6594841567084,34.8064439240096,P,1200,1,1,8,2,4,2,1,,,1,,13,1,01077010100-615-1029,010201001545,
H,1,130066,100,72000,4,01077010100,01077010100-615,-87.6594841567084,34.8064439240096,P,1200,1,1,1,,,2,1,,,1,,1,1,01077010100-615-1030,,
H,1,319364,100,93020,4,01077010100,01077010100-616,-87.6579346256841,34.8050404450046,P,700,1,2,30,1,,0,1,1,48000,1,2320,39,1,01077010100-616-1031,,441309689
H,1,319364,100,93020,4,01077010100,01077010100-616,-87.6579346256841,34.8050404450046,P,700,1,1,42,1,,1,1,1,45020,1,6260,26,1,01077010100-616-1032,,4411765
H,1,319364,100,93020,4,01077010100,01077010100-616,-87.6579346256841,34.8050404450046,P,700,1,1,11,2,7,2,1,,,1,,1,1,01077010100-616-1033,010201000775,
H,1,319364,100,93020,4,01077010100,01077010100-616,-87.6579346256841,34.8050404450046,P,700,1,2,6,2,3,2,1,,,1,,1,1,01077010100-616-1034,010201000772,
H,1,1481190,100,80000,4,01077010100,01077010100-617,-87.6586791853159,34.8053307951791,P,2702,1,1,31,1,,0,2,1,80000,2,1430,303,1,01077010100-617-1035,,892473703
H,1,1481190,100,80000,4,01077010100,01077010100-617,-87.6586791853159,34.8053307951791,P,2702,1,2,31,1,,1,2,6,0,2,,303,1,01077010100-617-1036,,
H,1,1481190,100,80000,4,01077010100,01077010100-617,-87.6586791853159,34.8053307951791,P,2702,1,2,8,2,5,2,2,,,2,,303,1,01077010100-617-1037,010201000770,
H,1,1481190,100,80000,4,01077010100,01077010100-617,-87.6586791853159,34.8053307951791,P,2702,1,2,1,,,2,2,,,1,,1,1,01077010100-617-1038,,
H,1,1153343,100,74000,4,01077010100,01077010100-618,-87.6587754052041,34.8059306247431,P,1500,1,2,29,1,,0,1,1,26000,1,3600,1,1,01077010100-618-1039,,803511252
H,1,1153343,100,74000,4,01077010100,01077010100-618,-87.6587754052041,34.8059306247431,P,1500,1,1,38,1,,1,1,1,48000,1,9720,1,1,01077010100-618-1040,,133756320
H,1,1153343,100,74000,4,01077010100,01077010100-618,-87.6587754052041,34.8059306247431,P,1500,1,2,11,2,8,2,3,,,1,,1,1,01077010100-618-1041,010201000765,
H,1,1153343,100,74000,4,01077010100,01077010100-618,-87.6587754052041,34.8059306247431,P,1500,1,2,6,2,3,2,1,,,1,,1,1,01077010100-618-1042,010201000767,
H,1,892278,100,85820,4,01077010100,01077010100-619,-87.6586347015886,34.8061778221885,P,1200,1,1,31,1,,0,1,1,75020,1,350,1,1,01077010100-619-1043,,306901844
H,1,892278,100,85820,4,01077010100,01077010100-619,-87.6586347015886,34.8061778221885,P,1200,1,2,30,1,,1,1,1,10800,1,3600,1,1,01077010100-619-1044,,892495243
H,1,892278,100,85820,4,01077010100,01077010100-619,-87.6586347015886,34.8061778221885,P,1200,1,2,3,3,1,2,1,,,1,,1,1,01077010100-619-1045,00000973,
H,1,892278,100,85820,4,01077010100,01077010100-619,-87.6586347015886,34.8061778221885,P,1200,1,1,0,,,2,1,,,1,,1,1,01077010100-619-1046,,
H,1,979763,100,99000,4,01077010100,01077010100-620,-87.6629768731436,34.806726310972,P,2500,1,2,29,1,,0,1,1,19000,1,5240,51,1,01077010100-620-1047,,607348836
H,1,979763,100,99000,4,01077010100,01077010100-620,-87.6629768731436,34.806726310972,P,2500,1,1,31,1,,1,1,1,80000,1,4710,1,1,01077010100-620-1048,,803522689
H,1,979763,100,99000,4,01077010100,01077010100-620,-87.6629768731436,34.806726310972,P,2500,1,1,4,1,,2,1,,,1,,1,1,01077010100-620-1049,,
H,1,979763,100,99000,4,01077010100,01077010100-620,-87.6629768731436,34.806726310972,P,2500,1,1,0,,,2,1,,,1,,1,1,01077010100-620-1050,,
H,1,620848,100,83000,4,01077010100,01077010100-621,-87.6777473697506,34.803541119785,P,2500,1,2,28,1,,0,1,1,48000,1,3420,12,1,01077010100-621-1051,,892487497
H,1,620848,100,83000,4,01077010100,01077010100-621,-87.6777473697506,34.803541119785,P,2500,1,1,29,1,,1,1,1,35000,1,4700,12,1,01077010100-621-1052,,495971152
H,1,620848,100,83000,4,01077010100,01077010100-621,-87.6777473697506,34.803541119785,P,2500,1,1,3,1,,2,1,,,1,,12,9,01077010100-621-1053,,
H,1,620848,100,83000,4,01077010100,01077010100-621,-87.6777473697506,34.803541119785,P,2500,1,2,1,,,2,1,,,1,,13,1,01077010100-621-1054,,
H,1,305110,100,51504,4,01077010100,01077010100-622,-87.6771515149914,34.8046804856702,P,1800,1,1,31,1,,0,1,1,19204,1,3930,1,1,01077010100-622-1055,,704908474
H,1,305110,100,51504,4,01077010100,01077010100-622,-87.6771515149914,34.8046804856702,P,1800,1,2,34,1,,1,1,1,32300,1,5700,21,1,01077010100-622-1056,,635631
H,1,305110,100,51504,4,01077010100,01077010100-622,-87.6771515149914,34.8046804856702,P,1800,1,1,0,,,2,1,,,1,,1,1,01077010100-622-1057,,
H,1,305110,100,51504,4,01077010100,01077010100-622,-87.6771515149914,34.8046804856702,P,1800,1,1,8,2,4,4,1,,,1,,13,1,01077010100-622-1058,010201001545,
H,1,583500,100,50000,4,01077010100,01077010100-623,-87.6764214995698,34.8061359823213,P,100,1,1,36,1,,0,1,1,40000,1,1540,1,1,01077010100-623-1059,,967947664
H,1,583500,100,50000,4,01077010100,01077010100-623,-87.6764214995698,34.8061359823213,P,100,1,2,37,1,,1,1,1,10000,1,5260,1,1,01077010100-623-1060,,495972812
H,1,583500,100,50000,4,01077010100,01077010100-623,-87.6764214995698,34.8061359823213,P,100,1,1,9,2,4,2,1,,,1,,1,1,01077010100-623-1061,010153000535,
H,1,583500,100,50000,4,01077010100,01077010100-623,-87.6764214995698,34.8061359823213,P,100,1,2,4,2,1,2,1,,,1,,1,1,01077010100-623-1062,010201000765,
H,1,666980,100,57000,4,01077010100,01077010100-624,-87.6765640740037,34.8053486872889,P,1100,1,2,42,1,,0,1,6,0,1,3930,1,1,01077010100-624-1063,,
H,1,666980,100,57000,4,01077010100,01077010100-624,-87.6765640740037,34.8053486872889,P,1100,1,1,41,1,,1,1,1,40000,1,20,1,1,01077010100-624-1064,,635631
H,1,666980,100,57000,4,01077010100,01077010100-624,-87.6765640740037,34.8053486872889,P,1100,1,1,22,1,,2,1,1,17000,1,9620,1,1,01077010100-624-1065,,309198752
H,1,666980,100,57000,4,01077010100,01077010100-624,-87.6765640740037,34.8053486872889,P,1100,1,1,17,2,13,2,1,6,0,1,,1,1,01077010100-624-1066,010201000767,
H,1,67009,100,72000,4,01077010100,01077010100-625,-87.6774503391342,34.7997454061177,P,2100,1,1,53,1,,0,1,1,42000,1,4840,1,1,01077010100-625-1067,,967944935
H,1,67009,100,72000,4,01077010100,01077010100-625,-87.6774503391342,34.7997454061177,P,2100,1,2,50,1,,1,1,6,18000,1,,1,1,01077010100-625-1068,,
H,1,67009,100,72000,4,01077010100,01077010100-625,-87.6774503391342,34.7997454061177,P,2100,1,2,23,1,,2,1,1,12000,1,2810,1,1,01077010100-625-1069,,802734475
H,1,67009,100,72000,4,01077010100,01077010100-625,-87.6774503391342,34.7997454061177,P,2100,1,1,24,1,,9,1,6,0,1,4250,1,1,01077010100-625-1070,,
H,1,925075,100,96000,4,01077010100,01077010100-626,-87.6783444772264,34.8021009824079,P,1305,1,1,47,1,,0,1,1,48000,1,7700,1,1,01077010100-626-1071,,200030872
H,1,925075,100,96000,4,01077010100,01077010100-626,-87.6783444772264,34.8021009824079,P,1305,1,2,46,1,,1,1,1,30000,1,4220,1,1,01077010100-626-1072,,695660316
H,1,925075,100,96000,4,01077010100,01077010100-626,-87.6783444772264,34.8021009824079,P,1305,1,1,23,1,,2,1,1,18000,1,9620,1,1,01077010100-626-1073,,400429705
H,1,925075,100,96000,4,01077010100,01077010100-626,-87.6783444772264,34.8021009824079,P,1305,1,2,16,2,13,2,1,6,0,1,,1,1,01077010100-626-1074,010201000770,
H,1,476415,100,98100,4,01077010100,01077010100-627,-87.6793064408236,34.8025325617143,P,1301,1,1,27,2,15,0,1,1,8100,1,4220,1,2,01077010100-627-1075,,133757468
H,1,476415,100,98100,4,01077010100,01077010100-627,-87.6793064408236,34.8025325617143,P,1301,1,2,26,1,,1,1,1,90000,1,3255,1,2,01077010100-627-1076,,3260437
H,1,476415,100,98100,4,01077010100,01077010100-627,-87.6793064408236,34.8025325617143,P,1301,1,1,4,1,,2,1,,,1,,1,2,01077010100-627-1077,,
H,1,476415,100,98100,4,01077010100,01077010100-627,-87.6793064408236,34.8025325617143,P,1301,1,1,7,2,3,4,1,,,1,,1,2,01077010100-627-1078,010153000532,
H,1,114853,100,60000,4,01077010100,01077010100-628,-87.6800018430961,34.8035913322859,P,302,1,2,49,1,,0,1,1,20000,1,1900,1,2,01077010100-628-1079,,314267931
H,1,114853,100,60000,4,01077010100,01077010100-628,-87.6800018430961,34.8035913322859,P,302,1,2,29,1,,2,1,1,20000,1,3649,1,2,01077010100-628-1080,,133762583
H,1,114853,100,60000,4,01077010100,01077010100-628,-87.6800018430961,34.8035913322859,P,302,1,2,5,3,1,7,1,,,1,,1,2,01077010100-628-1081,A0100374,
H,1,114853,100,60000,4,01077010100,01077010100-628,-87.6800018430961,34.8035913322859,P,302,1,1,30,1,,9,1,1,20000,1,7340,1,2,01077010100-628-1082,,495974925
H,1,200196,100,140000,4,01077010100,01077010100-629,-87.680276395066,34.8045736784059,P,1500,1,2,34,1,,0,1,1,36000,1,5330,1,1,01077010100-629-1083,,644088346
H,1,200196,100,140000,4,01077010100,01077010100-629,-87.680276395066,34.8045736784059,P,1500,1,1,36,1,,1,1,1,104000,1,6840,1,1,01077010100-629-1084,,401889282
H,1,200196,100,140000,4,01077010100,01077010100-629,-87.680276395066,34.8045736784059,P,1500,1,1,10,2,6,2,1,,,1,,1,1,01077010100-629-1085,010153000534,
H,1,200196,100,140000,4,01077010100,01077010100-629,-87.680276395066,34.8045736784059,P,1500,1,2,5,1,,2,1,,,1,,1,1,01077010100-629-1086,,
H,1,131086,100,85600,4,01077010100,01077010100-630,-87.6802278672648,34.8043438891508,P,1800,1,2,45,1,,0,1,6,0,1,,1,1,01077010100-630-1087,,
H,1,131086,100,85600,4,01077010100,01077010100-630,-87.6802278672648,34.8043438891508,P,1800,1,1,21,1,,2,1,3,12000,1,7750,1,1,01077010100-630-1088,,
H,1,131086,100,85600,4,01077010100,01077010100-630,-87.6802278672648,34.8043438891508,P,1800,1,1,19,1,,2,1,1,28600,1,6230,1,1,01077010100-630-1089,,599402617
H,1,131086,100,85600,4,01077010100,01077010100-630,-87.6802278672648,34.8043438891508,P,1800,1,1,20,2,15,11,1,3,45000,1,4210,1,1,01077010100-630-1090,,
H,1,1012527,100,0,5,01077010100,01077010100-631,-87.6806272362851,34.8055616331013,P,900,1,2,24,1,,0,1,6,0,1,,1,1,01077010100-631-1091,,
H,1,1012527,100,0,5,01077010100,01077010100-631,-87.6806272362851,34.8055616331013,P,900,1,1,25,1,,1,1,6,0,1,,40,1,01077010100-631-1092,,
H,1,1012527,100,0,5,01077010100,01077010100-631,-87.6806272362851,34.8055616331013,P,900,1,2,6,2,2,2,1,,,1,,1,1,01077010100-631-1093,010201000772,
H,1,1012527,100,0,5,01077010100,01077010100-631,-87.6806272362851,34.8055616331013,P,900,1,2,4,1,,2,1,,,1,,1,1,01077010100-631-1094,,
H,1,1012527,100,0,5,01077010100,01077010100-631,-87.6806272362851,34.8055616331013,P,900,1,1,3,1,,2,1,,,1,,1,1,01077010100-631-1095,,
H,1,380460,100,1400,5,01077010100,01077010100-632,-87.6811065820635,34.8060877959128,P,2100,1,2,29,1,,0,1,6,1400,1,,21,1,01077010100-632-1096,,
H,1,380460,100,1400,5,01077010100,01077010100-632,-87.6811065820635,34.8060877959128,P,2100,1,1,13,2,8,2,1,,,1,,1,1,01077010100-632-1097,010201000772,
H,1,380460,100,1400,5,01077010100,01077010100-632,-87.6811065820635,34.8060877959128,P,2100,1,1,10,2,7,2,1,,,1,,1,1,01077010100-632-1098,010201000765,
H,1,380460,100,1400,5,01077010100,01077010100-632,-87.6811065820635,34.8060877959128,P,2100,1,1,9,2,6,2,1,,,1,,1,1,01077010100-632-1099,010201000770,
H,1,380460,100,1400,5,01077010100,01077010100-632,-87.6811065820635,34.8060877959128,P,2100,1,1,5,2,3,2,1,,,1,,1,1,01077010100-632-1100,010201000767,
H,1,811090,100,1900,5,01077010100,01077010100-633,-87.6819591639997,34.8071485198741,P,1304,1,1,34,1,,0,1,3,1900,1,2700,1,1,01077010100-633-1101,,
H,1,811090,100,1900,5,01077010100,01077010100-633,-87.6819591639997,34.8071485198741,P,1304,1,2,38,1,,1,1,6,0,1,,48,1,01077010100-633-1102,,
H,1,811090,100,1900,5,01077010100,01077010100-633,-87.6819591639997,34.8071485198741,P,1304,1,1,6,2,2,2,1,,,1,,6,1,01077010100-633-1103,010201001545,
H,1,811090,100,1900,5,01077010100,01077010100-633,-87.6819591639997,34.8071485198741,P,1304,1,1,0,,,2,1,,,1,,1,1,01077010100-633-1104,,
H,1,811090,100,1900,5,01077010100,01077010100-633,-87.6819591639997,34.8071485198741,P,1304,1,2,14,2,11,3,1,,,1,,48,1,01077010100-633-1105,010201000772,
H,1,380460,100,1400,5,01077010100,01077010100-634,-87.6814326660381,34.8062320907047,P,2100,1,2,29,1,,0,1,6,1400,1,,21,1,01077010100-634-1106,,
H,1,380460,100,1400,5,01077010100,01077010100-634,-87.6814326660381,34.8062320907047,P,2100,1,1,13,2,8,2,1,,,1,,1,1,01077010100-634-1107,010201000772,
H,1,380460,100,1400,5,01077010100,01077010100-634,-87.6814326660381,34.8062320907047,P,2100,1,1,10,2,7,2,1,,,1,,1,1,01077010100-634-1108,010153001664,
H,1,380460,100,1400,5,01077010100,01077010100-634,-87.6814326660381,34.8062320907047,P,2100,1,1,9,2,6,2,1,,,1,,1,1,01077010100-634-1109,010153000532,
H,1,380460,100,1400,5,01077010100,01077010100-634,-87.6814326660381,34.8062320907047,P,2100,1,1,5,2,3,2,1,,,1,,1,1,01077010100-634-1110,010153000534,
H,1,380460,100,1400,5,01077010100,01077010100-635,-87.6735607252325,34.8014773721874,P,2100,1,2,29,1,,0,1,6,1400,1,,21,1,01077010100-635-1111,,
H,1,380460,100,1400,5,01077010100,01077010100-635,-87.6735607252325,34.8014773721874,P,2100,1,1,13,2,8,2,1,,,1,,1,1,01077010100-635-1112,010201000773,
H,1,380460,100,1400,5,01077010100,01077010100-635,-87.6735607252325,34.8014773721874,P,2100,1,1,10,2,7,2,1,,,1,,1,1,01077010100-635-1113,010201000773,
H,1,380460,100,1400,5,01077010100,01077010100-635,-87.6735607252325,34.8014773721874,P,2100,1,1,9,2,6,2,1,,,1,,1,1,01077010100-635-1114,010201000765,
H,1,380460,100,1400,5,01077010100,01077010100-635,-87.6735607252325,34.8014773721874,P,2100,1,1,5,2,3,2,1,,,1,,1,1,01077010100-635-1115,010201000775,
H,1,433750,100,8000,5,01077010100,01077010100-636,-87.6744108384289,34.8031545438693,P,2400,1,2,33,1,,0,1,1,8000,1,4720,26,2,01077010100-636-1116,,967946195
H,1,433750,100,8000,5,01077010100,01077010100-636,-87.6744108384289,34.8031545438693,P,2400,1,2,15,2,11,2,1,,0,1,,1,2,01077010100-636-1117,010201000772,
H,1,433750,100,8000,5,01077010100,01077010100-636,-87.6744108384289,34.8031545438693,P,2400,1,2,14,2,10,2,1,,,1,,1,2,01077010100-636-1118,010201000765,
H,1,433750,100,8000,5,01077010100,01077010100-636,-87.6744108384289,34.8031545438693,P,2400,1,1,11,2,8,2,1,,,1,,1,2,01077010100-636-1119,010153001644,
H,1,433750,100,8000,5,01077010100,01077010100-636,-87.6744108384289,34.8031545438693,P,2400,1,1,10,2,7,2,1,,,1,,1,2,01077010100-636-1120,010201000774,
H,1,752925,100,6500,5,01077010100,01077010100-637,-87.6740631778873,34.80313669772,P,2000,1,2,30,1,,0,1,3,6500,1,4720,1,2,01077010100-637-1121,,
H,1,752925,100,6500,5,01077010100,01077010100-637,-87.6740631778873,34.80313669772,P,2000,1,1,11,2,6,2,1,,,1,,1,2,01077010100-637-1122,010153000532,
H,1,752925,100,6500,5,01077010100,01077010100-637,-87.6740631778873,34.80313669772,P,2000,1,2,6,2,3,2,1,,,1,,1,2,01077010100-637-1123,010201000772,
H,1,752925,100,6500,5,01077010100,01077010100-637,-87.6740631778873,34.80313669772,P,2000,1,1,6,2,2,2,1,,,1,,1,2,01077010100-637-1124,010201000763,
H,1,752925,100,6500,5,01077010100,01077010100-637,-87.6740631778873,34.80313669772,P,2000,1,2,4,1,,2,1,,,1,,1,2,01077010100-637-1125,,
H,1,412403,100,0,5,01077010100,01077010100-638,-87.6753864510928,34.8047066004035,P,2000,1,2,32,1,,0,1,6,0,1,2300,1,2,01077010100-638-1126,,
H,1,412403,100,0,5,01077010100,01077010100-638,-87.6753864510928,34.8047066004035,P,2000,1,2,11,2,7,2,1,,,1,,1,2,01077010100-638-1127,010153001664,
H,1,412403,100,0,5,01077010100,01077010100-638,-87.6753864510928,34.8047066004035,P,2000,1,2,9,2,5,2,1,,,1,,1,2,01077010100-638-1128,010153000534,
H,1,412403,100,0,5,01077010100,01077010100-638,-87.6753864510928,34.8047066004035,P,2000,1,1,6,2,3,2,1,,,1,,1,2,01077010100-638-1129,010201000775,
H,1,412403,100,0,5,01077010100,01077010100-638,-87.6753864510928,34.8047066004035,P,2000,1,2,1,,,2,1,,,1,,1,2,01077010100-638-1130,,
H,1,193452,100,5020,5,01077010100,01077010100-639,-87.6755690896923,34.8050751941891,P,2400,1,2,25,1,,0,1,6,5020,1,4720,1,2,01077010100-639-1131,,
H,1,193452,100,5020,5,01077010100,01077010100-639,-87.6755690896923,34.8050751941891,P,2400,1,2,8,2,5,2,1,,,1,,1,2,01077010100-639-1132,010201000772,
H,1,193452,100,5020,5,01077010100,01077010100-639,-87.6755690896923,34.8050751941891,P,2400,1,1,6,2,3,2,1,,,1,,1,2,01077010100-639-1133,010201000775,
H,1,193452,100,5020,5,01077010100,01077010100-639,-87.6755690896923,34.8050751941891,P,2400,1,1,4,1,,2,1,,,1,,1,2,01077010100-639-1134,,
